0.00019787	0.0040414	0.016238	0.044207	0.098674	0.19382	0.32611	0.49401	0.6469	0.71795	0.56437	0.48473	0.31442	0.26505	0.25246	0.20474	0.22217	0.23388	0.16098	0.1525	0.15981
0.00014986	0.0041189	0.016476	0.043216	0.096849	0.2152	0.32313	0.55201	0.67036	0.54825	0.57184	0.46253	0.48755	0.32105	0.26666	0.22995	0.20437	0.17019	0.19381	0.1286	0.13368
0.00013435	0.0037352	0.015892	0.04562	0.098975	0.18287	0.29007	0.53283	0.65202	0.7134	0.41215	0.4607	0.37717	0.34108	0.24027	0.22059	0.21035	0.17007	0.17924	0.14476	0.13086
0.000239	0.0042225	0.017384	0.04388	0.094531	0.18405	0.32104	0.52382	0.72266	0.53779	0.50591	0.56612	0.36685	0.33958	0.28005	0.2282	0.18955	0.17871	0.15972	0.13202	0.13738
0.00052523	0.0042694	0.017121	0.04339	0.098915	0.19442	0.3187	0.47901	0.57159	0.50708	0.49114	0.39891	0.2811	0.25379	0.24576	0.2256	0.19179	0.17127	0.15221	0.14262	0.16541
0.0013	0.0047847	0.016396	0.043356	0.091873	0.19269	0.30867	0.47142	0.65329	0.61365	0.42828	0.37957	0.30364	0.28013	0.25749	0.21476	0.18727	0.1661	0.17117	0.1903	0.14061
0.0025178	0.0062797	0.021257	0.044495	0.10794	0.19245	0.31568	0.53195	0.62041	0.63763	0.37726	0.38128	0.36369	0.30688	0.27329	0.21812	0.19125	0.20324	0.15072	0.14455	0.12782
0.0091087	0.012008	0.021967	0.052168	0.11118	0.17235	0.34167	0.47755	0.64533	0.57922	0.46329	0.44622	0.33067	0.37417	0.26468	0.22648	0.23217	0.15851	0.17647	0.13832	0.12495
0.027725	0.030369	0.037282	0.059765	0.10732	0.21394	0.3476	0.53312	0.6836	0.59927	0.45918	0.47925	0.37605	0.35849	0.29715	0.23134	0.20949	0.16879	0.14776	0.14811	0.1464
0.17475	0.12579	0.15791	0.12156	0.16741	0.25251	0.30316	0.52561	0.68902	0.56775	0.48112	0.40564	0.36431	0.33357	0.29382	0.20128	0.20851	0.18568	0.14978	0.15433	0.12733
1.0076	0.99796	0.87319	0.86193	0.58811	0.40465	0.43196	0.57011	0.63066	0.52105	0.5892	0.48721	0.31039	0.30849	0.29752	0.19754	0.1802	0.20305	0.20914	0.1554	0.1329
1.0115	1.0912	1.074	1.2437	1.1216	1.2682	0.79732	0.66559	0.65781	0.56113	0.43463	0.37901	0.3317	0.36768	0.31507	0.23574	0.22297	0.1817	0.1555	0.1441	0.15099
0.98208	1.0105	0.89972	0.82456	0.84494	0.96653	0.829	1.059	0.62017	0.53265	0.42468	0.38809	0.31095	0.29234	0.24763	0.22269	0.21856	0.20402	0.15156	0.1423	0.13876
0.70165	0.72138	0.72478	0.84833	0.7411	0.67574	0.6972	0.6378	0.7205	0.63085	0.43944	0.43697	0.38048	0.25937	0.33425	0.29531	0.19183	0.15822	0.17592	0.17186	0.15517
0.62936	0.67668	0.61019	0.57682	0.68402	0.69203	0.60957	0.67106	0.68099	0.61954	0.52161	0.44159	0.4342	0.26793	0.27935	0.25948	0.191	0.1751	0.15377	0.16052	0.15904
0.60362	0.49099	0.5389	0.52089	0.55646	0.53252	0.55632	0.44065	0.54157	0.51806	0.52247	0.49667	0.38962	0.30811	0.23612	0.26713	0.19442	0.17218	0.16952	0.15868	0.13509
0.45381	0.44048	0.44467	0.46745	0.45556	0.41569	0.44089	0.4226	0.48164	0.48952	0.45925	0.43756	0.52331	0.28097	0.29328	0.2381	0.18758	0.22558	0.18056	0.66246	0.15713
0.38985	0.37915	0.35823	0.36398	0.38608	0.41804	0.40307	0.3879	0.41638	0.41016	0.37446	0.33858	0.2895	0.31811	0.30414	0.20925	0.28718	0.18245	0.1882	0.13197	0.16031
0.32043	0.32595	0.30559	0.32779	0.35082	0.35466	0.31868	0.32082	0.34489	0.32335	0.33131	0.36424	0.29968	0.39937	0.44826	0.33079	0.20304	0.18842	0.17258	0.16905	0.14063
0.2726	0.26428	0.2829	0.25155	0.2683	0.29886	0.30185	0.29064	0.25597	0.2807	0.30087	0.29099	0.34405	0.27806	0.26789	0.2572	0.20887	0.20746	0.13838	0.16585	0.14392
0.22903	0.20707	0.23012	0.22838	0.25377	0.23788	0.25319	0.25775	0.2346	0.25052	0.27449	0.24541	0.25842	0.30325	0.20378	0.18415	0.18696	0.18374	0.15521	0.13423	0.15542
0.18035	0.1922	0.17955	0.20111	0.19969	0.22119	0.20266	0.20268	0.21011	0.23073	0.22405	0.20733	0.22913	0.23527	0.24258	0.17148	0.16695	0.17352	0.13781	0.12004	0.15495
0.14521	0.1425	0.15795	0.14855	0.17222	0.16256	0.18178	0.15933	0.18704	0.18985	0.20934	0.18041	0.19807	0.20653	0.21996	0.20204	0.15967	0.14824	0.16506	0.1437	0.11055
