0.79704	0.7875	0.81659	0.7495	0.77006	0.72356	0.77984	0.67958	0.77145	0.59367	0.58944	0.349	0.547	0.47122	0.49365	0.55848	0.2373	0.22582	0.39107	0.54221	0.20455
0.83356	0.88743	0.93077	0.8221	0.88703	0.8924	0.82242	0.84466	0.89644	0.61179	0.60611	0.52668	0.32663	0.32042	0.24558	0.30458	0.5918	0.21736	0.217	0.44753	0.18113
0.98071	1.0368	1.0244	1.0249	0.95574	0.93927	0.95592	0.90696	0.83911	0.75734	0.6041	0.51587	0.40539	0.52648	0.46991	0.24168	0.24002	0.38636	0.22005	0.19464	0.2167
1.1673	1.0735	1.0679	1.1483	1.0954	1.2386	1.0729	1.0279	1.057	0.75493	0.69576	0.78777	0.37156	0.30998	0.30312	0.86798	0.4807	0.59288	0.25642	0.19691	0.22084
1.4722	1.4042	1.3496	1.3973	1.3473	1.2614	1.1764	1.2049	1.1821	1.044	0.85742	0.64055	0.58512	0.67245	0.54497	0.76385	0.61006	0.48715	0.56657	0.55312	0.31473
1.7752	1.5041	1.5094	1.5531	1.4792	1.4157	1.4723	1.4431	1.2707	0.90931	0.95421	0.76867	0.58986	0.65693	0.78102	0.50323	0.73555	0.72024	1.365	0.67318	0.38984
2.1355	2.1626	2.1975	1.9339	1.8313	1.9799	1.6981	1.6264	1.6734	1.097	0.98411	0.75197	0.79211	0.66872	0.32735	0.8219	0.26838	0.26997	0.61029	0.40085	0.22669
3.0454	3.2486	2.7153	2.7833	2.6501	2.4044	2.231	2.2797	1.7017	1.2573	1.1502	0.89664	0.92397	0.44461	0.35334	0.82036	0.32449	0.24201	0.56793	0.70787	1.4964
4.7718	4.6293	4.1801	3.9587	3.2975	3.1253	2.8222	2.8505	2.1743	1.6933	1.308	0.99527	1.2775	0.50006	0.40053	0.30138	0.7177	0.76934	1.1252	0.50457	0.56514
10.094	8.1705	9.962	8.1161	6.4232	6.5111	4.9616	4.7662	4.0677	2.0626	1.6523	1.4165	1.0492	0.47253	0.4048	0.99467	1.1804	0.27153	0.6122	0.48052	0.4601
43.429	19.55	25.052	27.428	20.864	13.506	12.309	5.1807	5.4894	3.1206	2.6652	1.2061	1.5493	0.49813	0.41216	1.2619	0.84216	0.81393	0.55874	0.22237	0.22995
1.7086	2.3311	2.646	3.2202	43.882	37.272	36.307	13.695	10.338	8.1013	2.8423	1.8348	2.1257	0.65422	0.44635	0.33461	0.29995	0.86616	0.58218	0.49936	0.22082
1.0367	1.0761	1.0183	0.99918	1.2382	1.7608	2.1653	62.253	31.389	4.216	3.9556	2.7035	1.4608	2.0757	2.4905	0.97183	0.44289	0.28865	0.91974	0.2539	0.53317
0.49571	0.51349	0.53906	0.69439	0.67973	0.78579	0.98077	1.4135	3.0688	5.8223	6.7585	2.7264	3.8359	3.7369	0.77205	0.53523	0.91528	0.65445	0.31205	2.7166	0.63301
0.32681	0.36286	0.33256	0.34097	0.45901	0.5466	0.63285	0.90485	1.6102	1.4651	2.7474	3.1604	6.5265	1.6971	0.62441	0.44042	1.2659	1.1736	0.42995	2.487	0.26322
0.25153	0.20451	0.23425	0.24616	0.29044	0.31212	0.41788	0.43267	0.63785	0.88091	1.2303	2.7027	10.973	7.6756	2.1024	0.4408	1.0904	0.97009	0.25936	0.25864	0.1836
0.15446	0.15109	0.15715	0.17568	0.18554	0.19829	0.25089	0.34277	0.48709	0.65598	0.93115	1.0049	8.083	3.8715	2.2276	5.4454	1.9385	0.35564	0.28294	5.7358	0.2741
0.11169	0.1093	0.10617	0.11184	0.13355	0.16533	0.18789	0.26604	0.37078	0.4061	0.48324	0.79539	0.46325	0.39052	4.9008	1.9338	0.54629	6.5015	3.9471	0.82636	2.591
0.078304	0.080764	0.076766	0.087018	0.099144	0.11176	0.12865	0.16045	0.23637	0.34378	0.40354	0.5099	0.56292	1.8307	4.2458	0.59649	0.4825	0.66144	0.48767	0.59785	0.20471
0.057847	0.056719	0.061817	0.056528	0.065747	0.081207	0.09559	0.12584	0.14473	0.2505	0.36526	0.29014	0.76111	0.77385	0.35935	0.32207	2.9511	0.37871	1.253	3.245	0.48066
0.042797	0.038916	0.043917	0.046107	0.054279	0.056365	0.069677	0.088029	0.11192	0.18028	0.27795	0.32138	0.26698	0.47385	0.3786	0.33397	0.28833	1.2934	0.24213	0.70477	0.55092
0.029952	0.032274	0.030605	0.03571	0.037379	0.046009	0.047426	0.058115	0.082424	0.12606	0.19745	0.27385	0.32672	0.35995	0.20839	0.35168	0.29095	1.2257	0.34603	0.53249	3.607
0.021542	0.021288	0.023968	0.023354	0.029186	0.029498	0.03688	0.037286	0.057044	0.081295	0.1508	0.24258	0.28412	0.21723	0.43756	0.94646	0.3397	0.24367	0.9017	0.23537	0.63048
