0.791535298	0.789601409	0.780871092	0.76790661	0.755965207	0.748103234	0.705972427	0.651014559	0.601313524	0.531018199	0.452053619	0.345936922	0.316020727	0.269317229	0.306215642	0.275130391	0.259734484	0.233584703	0.268985777	0.272350282	0.248153969
0.883441728	0.880120598	0.869150649	0.851802427	0.836328847	0.825212182	0.772231015	0.705534406	0.64283174	0.570327002	0.463411489	0.341884874	0.289407829	0.294524521	0.217188551	0.352103905	0.253128188	0.267633421	0.203438825	0.299252669	0.364945361
1.000093549	0.994809384	0.979130615	0.956296801	0.935724016	0.919931013	0.853659454	0.771489914	0.697528806	0.611945819	0.488271817	0.370230625	0.326312226	0.256702251	0.227664702	0.28877109	0.428740659	0.327149674	0.238597975	0.225541856	0.393778322
1.150974381	1.142749591	1.121353428	1.090196082	1.061573766	1.038010296	0.951549606	0.848034797	0.75721929	0.65743531	0.523999826	0.41158631	0.29259571	0.326753955	0.280301498	0.359921086	0.226864065	0.286353197	0.38594544	0.36230215	0.299110943
1.355860224	1.342661822	1.311071226	1.267186807	1.225901361	1.190155479	1.074694691	0.940275525	0.831954807	0.728706578	0.566994788	0.434013323	0.303834297	0.32491826	0.304787601	0.314789046	0.370781454	0.371919557	0.289881364	0.351601599	0.231588338
1.648001726	1.625981997	1.578136701	1.511980464	1.449400199	1.392026347	1.231725441	1.056175853	0.916970148	0.782426339	0.636904933	0.466771812	0.328692702	0.313234677	0.341863591	0.29164756	0.400549939	0.34800488	0.452772991	0.469793264	0.404141268
2.09877815	2.058477269	1.978170826	1.871612628	1.769610064	1.672725724	1.44126751	1.198666061	1.019589915	0.87837673	0.688698065	0.490729682	0.413903512	0.389059124	0.405211908	0.347775716	0.405702117	0.384780866	0.358703537	0.281427699	0.361301418
2.876720343	2.79606613	2.643314137	2.449467263	2.263990991	2.086542736	1.729676979	1.382300048	1.150025701	0.944413246	0.775467727	0.572018661	0.378861945	0.438309143	0.389799416	0.343172516	0.300034415	0.385623179	0.465406104	0.280947827	0.141577845
4.501732955	4.294042616	3.937609888	3.511147475	3.114884743	2.744578756	2.148465798	1.629733066	1.315351143	1.052543402	0.81922977	0.541352297	0.391514546	0.316670025	0.392902788	0.452907531	0.437004002	0.341215943	0.45064137	0.364397973	0.40047797
9.225802767	8.470761503	7.265660423	5.967596798	4.855148638	3.918047565	2.807540304	1.974120288	1.523026236	1.209222889	0.955489131	0.643840901	0.403080623	0.429272942	0.415637222	0.517384631	0.51162961	0.525921333	0.329943368	0.576044246	0.550762178
26.55571294	24.25787093	19.61129538	14.0224112	9.499108929	6.400211192	3.943032237	2.482362846	1.812238207	1.386834194	1.028102168	0.75571098	0.472696869	0.419058656	0.349843084	0.500192929	0.367602767	0.518024363	0.447795837	0.614275875	0.746741539
35.37507192	36.08016382	38.80887633	36.01012787	24.84650449	12.91798819	6.222166492	3.304753173	2.191606884	1.592811931	1.242469544	0.78310867	0.569600221	0.584912616	0.654471776	0.645302954	0.592298832	0.51488489	0.671499344	0.652430153	0.661037842
15.81410892	13.94199143	34.65255364	40.42846839	43.85889268	30.74850208	11.64235949	4.798919253	2.76988139	1.914103585	1.378713207	1.014767831	0.627088917	0.581429663	0.603134142	0.655871229	0.437298228	0.683151291	0.606891069	0.465884316	0.770856663
0.541605626	0.598678639	0.699000238	0.897910926	41.82741859	49.03254552	26.58357726	8.083867008	3.710826665	2.338433438	1.626454889	1.138373211	1.051422119	0.615363009	0.71413649	0.589161122	0.476432547	0.380246352	0.510184679	0.868424025	0.43729375
0.331923001	0.357246257	0.410022337	0.522714594	0.753045591	29.42034589	49.26439308	17.10667425	5.561770482	2.970974665	1.96787849	1.288392913	0.791238696	0.624840422	0.349013652	0.371307531	1.023946218	0.924224366	1.285622655	0.748162315	0.808738166
