1.2691	1.2792	1.3098	1.3885	1.5406	1.8824	2.7026	4.6187	3.2471	16.587	4.2878	1.1288	1.0297	0.77945	0.96007	0.97732	0.41127	0.36405	0.74113	1.3876	0.14025
1.2681	1.2799	1.3101	1.3747	1.5193	1.901	2.7271	5.6581	10.603	1.1467	10.117	0.82292	1.3852	1.2575	0.78431	0.35388	0.99287	0.38036	0.37046	0.93651	0.17261
1.272	1.2836	1.312	1.3792	1.5177	1.926	2.6861	5.4306	13.039	13.995	0.84721	13.023	1.6099	1.0399	1.1203	0.31292	0.40979	1.1505	0.55406	0.22217	0.29033
1.27	1.2788	1.3105	1.3751	1.5434	1.9034	2.7758	5.6849	7.4974	7.9231	0.85419	14.689	1.0401	1.5588	0.39566	2.3127	1.1505	0.93613	0.24822	0.15135	0.16966
1.2673	1.2804	1.3131	1.3933	1.5486	1.8548	2.8663	5.6551	7.6788	3.6326	3.7348	1.9859	0.85885	1.0007	1.0936	1.0415	1.0961	1.3469	1.3217	1.2983	1.5875
1.2704	1.2828	1.3109	1.3868	1.5263	1.8885	2.6596	4.6149	13.467	4.639	1.3336	0.90582	0.88612	1.0446	1.344	1.1467	1.7868	1.5627	3.2793	1.3232	1.2571
1.2753	1.2841	1.3203	1.3886	1.5531	1.9053	2.9941	5.6223	11.501	1.2284	0.94182	1.0691	0.87547	0.77076	0.30998	1.1845	0.4893	0.33597	0.86028	1.1935	0.43022
1.2861	1.2971	1.3267	1.3938	1.5423	1.8591	2.7226	5.0956	12.784	2.6296	0.89595	9.4859	1.0055	1.515	0.47827	1.2055	0.27744	0.33905	1.1446	1.5537	3.5502
1.3297	1.3243	1.357	1.4275	1.5717	1.9539	2.7792	5.0918	4.2292	5.4175	1.4305	0.85216	19.239	1.1272	2.9781	0.39844	0.87985	0.92302	1.508	1.1129	0.94134
1.5785	1.471	1.624	1.6062	1.6523	2.0675	2.9125	6.9287	16.542	1.5828	0.9347	0.77621	0.87343	1.2665	0.99974	0.91421	1.917	0.30764	1.1777	0.88584	0.47513
8.1406	2.4428	3.5061	4.2413	3.2137	2.7916	3.7377	3.8881	11.836	2.5347	8.9356	9.0422	1.3188	0.44083	2.6792	1.7094	1.1305	1.2777	0.74514	0.41253	0.22376
0.43626	0.53848	0.56861	0.59129	8.9961	8.0505	11.316	4.6416	16.892	12.388	1.3075	1.1189	1.5645	1.6765	1.8126	0.25615	0.47727	1.0563	1.3655	1.6137	0.26244
0.24158	0.25093	0.27272	0.28888	0.36219	0.45932	0.66462	31.791	29.129	1.9018	7.768	1.4852	0.93147	1.2893	3.6784	1.1152	0.23239	0.36535	1.6245	0.30515	1.1826
0.12567	0.12085	0.13787	0.16627	0.19454	0.24025	0.33224	0.54596	1.3324	2.1042	2.0158	1.3719	1.5739	1.8215	0.49828	0.31048	0.96264	1.3531	0.34104	3.8762	0.65512
0.064285	0.073175	0.073187	0.084476	0.10579	0.14202	0.19285	0.27759	0.62722	0.764	2.3461	2.2068	3.689	0.87636	0.42059	1.6073	0.98767	1.1652	0.24147	4.5701	0.30924
0.038062	0.035755	0.040689	0.046529	0.06154	0.080314	0.11633	0.18402	0.24546	0.49948	0.60485	3.4788	8.3173	5.9607	1.0456	0.44244	1.104	1.1592	0.16913	0.2636	0.17682
0.020086	0.020524	0.022599	0.026705	0.035989	0.047677	0.068839	0.11817	0.19164	0.28005	0.69611	0.4635	7.9532	2.2328	15.575	4.5444	1.3203	0.25658	0.30234	16.947	0.39748
0.011943	0.011986	0.012581	0.014018	0.018692	0.027936	0.041793	0.07134	0.12194	0.17236	0.21913	0.48015	0.21014	0.18413	2.8418	0.47375	3.4051	10.156	3.3427	1.1248	2.3125
0.0063832	0.0071448	0.0073966	0.0089626	0.011018	0.015497	0.024187	0.040055	0.074113	0.1347	0.14298	0.20995	0.21466	3.2891	3.5262	0.53386	0.24603	0.4327	0.20281	2.6319	0.082822
0.003655	0.0037577	0.0041637	0.005186	0.0068373	0.009565	0.016204	0.02628	0.045108	0.08713	0.14795	0.12667	0.68535	0.43566	0.15717	0.19549	2.2324	0.16524	1.1399	1.8788	0.19586
0.0019956	0.0023157	0.0024585	0.0028613	0.0041317	0.0055808	0.0098011	0.0164	0.028219	0.056402	0.11475	0.14222	0.10818	0.18242	0.12333	0.14721	0.15647	4.376	0.1437	0.20183	0.23014
0.0014004	0.0014607	0.0014764	0.001763	0.0019811	0.0037237	0.0051682	0.0096001	0.019365	0.034915	0.065898	0.12034	0.13521	0.1178	0.10391	0.14658	0.15858	0.44702	0.19147	0.22671	2.7743
0.00075823	0.00076738	0.00091999	0.0010422	0.0014484	0.0022452	0.0029604	0.0046728	0.011266	0.020806	0.043972	0.093918	0.11802	0.084912	0.25662	0.83798	0.16991	0.12556	0.66723	0.15938	0.34206
